"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07151500",1950-08-09,458,"A",1950-08-09
"2","USGS","07151500",1950-08-10,380,"A",1950-08-10
"3","USGS","07151500",1950-08-11,446,"A",1950-08-11
"4","USGS","07151500",1950-08-12,462,"A",1950-08-12
"5","USGS","07151500",1950-08-13,251,"A",1950-08-13
"6","USGS","07151500",1950-08-14,212,"A",1950-08-14
"7","USGS","07151500",1950-08-15,178,"A",1950-08-15
"8","USGS","07151500",1950-08-16,166,"A",1950-08-16
"9","USGS","07151500",1950-08-17,168,"A",1950-08-17
"10","USGS","07151500",1950-08-18,542,"A",1950-08-18
"11","USGS","07151500",1950-08-19,218,"A",1950-08-19
"12","USGS","07151500",1950-08-20,178,"A",1950-08-20
"13","USGS","07151500",1950-08-21,178,"A",1950-08-21
"14","USGS","07151500",1950-08-22,176,"A",1950-08-22
"15","USGS","07151500",1950-08-23,162,"A",1950-08-23
"16","USGS","07151500",1950-08-24,142,"A",1950-08-24
"17","USGS","07151500",1950-08-25,124,"A",1950-08-25
"18","USGS","07151500",1950-08-26,116,"A",1950-08-26
"19","USGS","07151500",1950-08-27,138,"A",1950-08-27
"20","USGS","07151500",1950-08-28,156,"A",1950-08-28
"21","USGS","07151500",1950-08-29,2570,"A",1950-08-29
"22","USGS","07151500",1950-08-30,4220,"A",1950-08-30
"23","USGS","07151500",1950-08-31,1180,"A",1950-08-31
"24","USGS","07151500",1950-09-01,722,"A",1950-09-01
"25","USGS","07151500",1950-09-02,492,"A",1950-09-02
"26","USGS","07151500",1950-09-03,372,"A",1950-09-03
"27","USGS","07151500",1950-09-04,305,"A",1950-09-04
"28","USGS","07151500",1950-09-05,257,"A",1950-09-05
"29","USGS","07151500",1950-09-06,220,"A",1950-09-06
"30","USGS","07151500",1950-09-07,190,"A",1950-09-07
"31","USGS","07151500",1950-09-08,176,"A",1950-09-08
"32","USGS","07151500",1950-09-09,164,"A",1950-09-09
"33","USGS","07151500",1950-09-10,154,"A",1950-09-10
"34","USGS","07151500",1950-09-11,142,"A",1950-09-11
"35","USGS","07151500",1950-09-12,140,"A",1950-09-12
"36","USGS","07151500",1950-09-13,140,"A",1950-09-13
"37","USGS","07151500",1950-09-14,136,"A",1950-09-14
"38","USGS","07151500",1950-09-15,136,"A",1950-09-15
"39","USGS","07151500",1950-09-16,142,"A",1950-09-16
"40","USGS","07151500",1950-09-17,166,"A",1950-09-17
"41","USGS","07151500",1950-09-18,148,"A",1950-09-18
"42","USGS","07151500",1950-09-19,130,"A",1950-09-19
"43","USGS","07151500",1950-09-20,118,"A",1950-09-20
"44","USGS","07151500",1950-09-21,111,"A",1950-09-21
"45","USGS","07151500",1950-09-22,102,"A",1950-09-22
"46","USGS","07151500",1950-09-23,99,"A",1950-09-23
"47","USGS","07151500",1950-09-24,94,"A",1950-09-24
"48","USGS","07151500",1950-09-25,89,"A",1950-09-25
"49","USGS","07151500",1950-09-26,86,"A",1950-09-26
"50","USGS","07151500",1950-09-27,102,"A",1950-09-27
"51","USGS","07151500",1950-09-28,99,"A",1950-09-28
"52","USGS","07151500",1950-09-29,99,"A",1950-09-29
"53","USGS","07151500",1950-09-30,96,"A",1950-09-30
"54","USGS","07151500",1950-10-01,92,"A",1950-10-01
"55","USGS","07151500",1950-10-02,109,"A",1950-10-02
"56","USGS","07151500",1950-10-03,96,"A",1950-10-03
"57","USGS","07151500",1950-10-04,86,"A",1950-10-04
"58","USGS","07151500",1950-10-05,86,"A",1950-10-05
"59","USGS","07151500",1950-10-06,78,"A",1950-10-06
