"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","05508805",1976-01-06,106,"A",1976-01-06
"2","USGS","05508805",1976-01-07,98,"A",1976-01-07
"3","USGS","05508805",1976-01-08,84,"A",1976-01-08
"4","USGS","05508805",1976-01-09,75,"A",1976-01-09
"5","USGS","05508805",1976-01-10,75,"A",1976-01-10
"6","USGS","05508805",1976-01-11,80,"A",1976-01-11
"7","USGS","05508805",1976-01-12,75,"A",1976-01-12
"8","USGS","05508805",1976-01-13,69,"A",1976-01-13
"9","USGS","05508805",1976-01-16,77,"A",1976-01-16
"10","USGS","05508805",1976-01-17,69,"A",1976-01-17
"11","USGS","05508805",1976-01-18,65,"A",1976-01-18
"12","USGS","05508805",1976-01-19,64,"A",1976-01-19
"13","USGS","05508805",1976-01-20,63,"A",1976-01-20
"14","USGS","05508805",1976-01-21,62,"A",1976-01-21
"15","USGS","05508805",1976-01-22,62,"A",1976-01-22
"16","USGS","05508805",1976-01-23,90,"A",1976-01-23
"17","USGS","05508805",1976-01-24,146,"A",1976-01-24
"18","USGS","05508805",1976-01-25,108,"A",1976-01-25
"19","USGS","05508805",1976-01-26,79,"A",1976-01-26
"20","USGS","05508805",1976-01-27,56,"A",1976-01-27
"21","USGS","05508805",1976-01-28,54,"A",1976-01-28
"22","USGS","05508805",1976-01-29,91,"A",1976-01-29
"23","USGS","05508805",1976-01-30,112,"A",1976-01-30
"24","USGS","05508805",1976-01-31,87,"A",1976-01-31
"25","USGS","05508805",1976-02-01,51,"A",1976-02-01
"26","USGS","05508805",1976-02-02,38,"A",1976-02-02
"27","USGS","05508805",1976-02-03,38,"A",1976-02-03
"28","USGS","05508805",1976-02-04,31,"A",1976-02-04
"29","USGS","05508805",1976-02-05,27,"A",1976-02-05
"30","USGS","05508805",1976-02-06,25,"A",1976-02-06
"31","USGS","05508805",1976-02-07,24,"A",1976-02-07
"32","USGS","05508805",1976-03-01,110,"A",1976-03-01
"33","USGS","05508805",1976-03-02,109,"A",1976-03-02
"34","USGS","05508805",1976-03-03,110,"A",1976-03-03
"35","USGS","05508805",1976-03-04,4780,"A",1976-03-04
"36","USGS","05508805",1976-03-05,3170,"A",1976-03-05
"37","USGS","05508805",1976-03-06,501,"A",1976-03-06
"38","USGS","05508805",1976-03-07,304,"A",1976-03-07
"39","USGS","05508805",1976-03-08,243,"A",1976-03-08
"40","USGS","05508805",1976-03-09,213,"A",1976-03-09
"41","USGS","05508805",1976-03-10,194,"A",1976-03-10
"42","USGS","05508805",1976-03-11,184,"A",1976-03-11
"43","USGS","05508805",1976-03-12,206,"A",1976-03-12
"44","USGS","05508805",1976-03-13,185,"A",1976-03-13
"45","USGS","05508805",1976-03-14,165,"A",1976-03-14
"46","USGS","05508805",1976-03-15,148,"A",1976-03-15
"47","USGS","05508805",1976-03-16,152,"A",1976-03-16
"48","USGS","05508805",1976-03-17,168,"A",1976-03-17
"49","USGS","05508805",1976-03-18,170,"A",1976-03-18
"50","USGS","05508805",1976-03-19,161,"A",1976-03-19
"51","USGS","05508805",1976-03-20,149,"A",1976-03-20
"52","USGS","05508805",1976-03-21,134,"A",1976-03-21
"53","USGS","05508805",1976-03-22,127,"A",1976-03-22
"54","USGS","05508805",1976-03-23,148,"A",1976-03-23
"55","USGS","05508805",1976-03-24,154,"A",1976-03-24
"56","USGS","05508805",1976-03-25,140,"A",1976-03-25
"57","USGS","05508805",1976-03-26,143,"A",1976-03-26
"58","USGS","05508805",1976-03-27,693,"A",1976-03-27
"59","USGS","05508805",1976-03-28,346,"A",1976-03-28
"60","USGS","05508805",1976-03-29,332,"A",1976-03-29
"61","USGS","05508805",1976-03-30,537,"A",1976-03-30
"62","USGS","05508805",1976-03-31,294,"A",1976-03-31
"63","USGS","05508805",1976-04-01,219,"A",1976-04-01
"64","USGS","05508805",1976-04-02,185,"A",1976-04-02
"65","USGS","05508805",1976-04-03,164,"A",1976-04-03
"66","USGS","05508805",1976-04-04,146,"A",1976-04-04
