"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07071500",1921-10-01,500,"A",1921-10-01
"2","USGS","07071500",1921-10-02,600,"A",1921-10-02
"3","USGS","07071500",1921-10-03,800,"A",1921-10-03
"4","USGS","07071500",1921-10-04,700,"A",1921-10-04
"5","USGS","07071500",1921-10-05,620,"A",1921-10-05
"6","USGS","07071500",1921-10-06,580,"A",1921-10-06
"7","USGS","07071500",1921-10-07,550,"A",1921-10-07
"8","USGS","07071500",1921-10-08,520,"A",1921-10-08
"9","USGS","07071500",1921-10-09,500,"A",1921-10-09
"10","USGS","07071500",1921-10-10,480,"A",1921-10-10
"11","USGS","07071500",1921-10-11,450,"A",1921-10-11
"12","USGS","07071500",1921-10-12,440,"A",1921-10-12
"13","USGS","07071500",1921-10-13,430,"A",1921-10-13
"14","USGS","07071500",1921-10-14,420,"A",1921-10-14
"15","USGS","07071500",1921-10-15,410,"A",1921-10-15
"16","USGS","07071500",1921-10-16,410,"A",1921-10-16
"17","USGS","07071500",1921-10-17,400,"A",1921-10-17
"18","USGS","07071500",1921-10-18,400,"A",1921-10-18
"19","USGS","07071500",1921-10-19,390,"A",1921-10-19
"20","USGS","07071500",1921-10-20,390,"A",1921-10-20
"21","USGS","07071500",1921-10-21,390,"A",1921-10-21
"22","USGS","07071500",1921-10-22,380,"A",1921-10-22
"23","USGS","07071500",1921-10-23,380,"A",1921-10-23
"24","USGS","07071500",1921-10-24,400,"A",1921-10-24
"25","USGS","07071500",1921-10-25,400,"A",1921-10-25
"26","USGS","07071500",1921-10-26,400,"A",1921-10-26
"27","USGS","07071500",1921-10-27,400,"A",1921-10-27
"28","USGS","07071500",1921-10-28,400,"A",1921-10-28
"29","USGS","07071500",1921-10-29,400,"A",1921-10-29
"30","USGS","07071500",1921-10-30,400,"A",1921-10-30
"31","USGS","07071500",1921-10-31,400,"A",1921-10-31
"32","USGS","07071500",1921-11-01,400,"A",1921-11-01
"33","USGS","07071500",1921-11-02,400,"A",1921-11-02
"34","USGS","07071500",1921-11-03,400,"A",1921-11-03
"35","USGS","07071500",1921-11-04,400,"A",1921-11-04
"36","USGS","07071500",1921-11-05,400,"A",1921-11-05
"37","USGS","07071500",1921-11-06,400,"A",1921-11-06
"38","USGS","07071500",1921-11-07,400,"A",1921-11-07
"39","USGS","07071500",1921-11-08,400,"A",1921-11-08
"40","USGS","07071500",1921-11-09,400,"A",1921-11-09
"41","USGS","07071500",1921-11-10,400,"A",1921-11-10
"42","USGS","07071500",1921-11-11,400,"A",1921-11-11
"43","USGS","07071500",1921-11-12,380,"A",1921-11-12
"44","USGS","07071500",1921-11-13,400,"A",1921-11-13
"45","USGS","07071500",1921-11-14,400,"A",1921-11-14
"46","USGS","07071500",1921-11-15,400,"A",1921-11-15
"47","USGS","07071500",1921-11-16,400,"A",1921-11-16
"48","USGS","07071500",1921-11-17,425,"A",1921-11-17
"49","USGS","07071500",1921-11-18,1020,"A",1921-11-18
