"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07138020",1979-04-13,0.9,"A",1979-04-13
"2","USGS","07138020",1979-04-14,0.74,"A",1979-04-14
"3","USGS","07138020",1979-04-15,0.59,"A",1979-04-15
"4","USGS","07138020",1979-04-16,0.59,"A",1979-04-16
"5","USGS","07138020",1979-04-17,0.46,"A",1979-04-17
"6","USGS","07138020",1979-04-18,0.41,"A",1979-04-18
"7","USGS","07138020",1979-04-19,0.36,"A",1979-04-19
"8","USGS","07138020",1979-04-20,0.31,"A",1979-04-20
"9","USGS","07138020",1979-04-21,0.31,"A",1979-04-21
"10","USGS","07138020",1979-04-22,0.31,"A",1979-04-22
"11","USGS","07138020",1979-04-23,0.31,"A",1979-04-23
"12","USGS","07138020",1979-04-24,0.31,"A",1979-04-24
"13","USGS","07138020",1979-04-25,0.15,"A",1979-04-25
"14","USGS","07138020",1979-04-26,0.05,"A",1979-04-26
"15","USGS","07138020",1979-04-27,0,"A",1979-04-27
"16","USGS","07138020",1979-04-28,0,"A",1979-04-28
"17","USGS","07138020",1979-04-29,0,"A",1979-04-29
"18","USGS","07138020",1979-04-30,0,"A",1979-04-30
"19","USGS","07138020",1979-05-01,0,"A",1979-05-01
"20","USGS","07138020",1979-05-02,0,"A",1979-05-02
"21","USGS","07138020",1979-05-03,0,"A",1979-05-03
"22","USGS","07138020",1979-05-04,0,"A",1979-05-04
"23","USGS","07138020",1979-05-05,0,"A",1979-05-05
"24","USGS","07138020",1979-05-06,0,"A",1979-05-06
"25","USGS","07138020",1979-05-07,0,"A",1979-05-07
"26","USGS","07138020",1979-05-08,0,"A",1979-05-08
"27","USGS","07138020",1979-05-09,0,"A",1979-05-09
"28","USGS","07138020",1979-05-10,0,"A",1979-05-10
"29","USGS","07138020",1979-05-11,0,"A",1979-05-11
"30","USGS","07138020",1979-05-12,0,"A",1979-05-12
"31","USGS","07138020",1979-05-13,0,"A",1979-05-13
"32","USGS","07138020",1979-05-14,0,"A",1979-05-14
"33","USGS","07138020",1979-05-15,0,"A",1979-05-15
"34","USGS","07138020",1979-05-16,0,"A",1979-05-16
"35","USGS","07138020",1979-05-17,0,"A",1979-05-17
"36","USGS","07138020",1979-05-18,0,"A",1979-05-18
"37","USGS","07138020",1979-05-19,0,"A",1979-05-19
"38","USGS","07138020",1979-05-20,0,"A",1979-05-20
"39","USGS","07138020",1979-05-21,0,"A",1979-05-21
"40","USGS","07138020",1979-05-22,0,"A",1979-05-22
"41","USGS","07138020",1979-05-23,0,"A",1979-05-23
"42","USGS","07138020",1979-05-24,0,"A",1979-05-24
"43","USGS","07138020",1979-05-25,0,"A",1979-05-25
"44","USGS","07138020",1979-05-26,0,"A",1979-05-26
"45","USGS","07138020",1979-05-27,0,"A",1979-05-27
"46","USGS","07138020",1979-05-28,0,"A",1979-05-28
"47","USGS","07138020",1979-05-29,0,"A",1979-05-29
"48","USGS","07138020",1979-05-30,0,"A",1979-05-30
"49","USGS","07138020",1979-05-31,28,"A",1979-05-31
"50","USGS","07138020",1979-06-01,140,"A",1979-06-01
"51","USGS","07138020",1979-06-02,85,"A",1979-06-02
"52","USGS","07138020",1979-06-03,106,"A",1979-06-03
"53","USGS","07138020",1979-06-04,175,"A",1979-06-04
"54","USGS","07138020",1979-06-05,243,"A",1979-06-05
"55","USGS","07138020",1979-06-06,176,"A",1979-06-06
"56","USGS","07138020",1979-06-07,125,"A",1979-06-07
"57","USGS","07138020",1979-06-08,99,"A",1979-06-08
"58","USGS","07138020",1979-06-09,85,"A",1979-06-09
"59","USGS","07138020",1979-06-10,75,"A",1979-06-10
"60","USGS","07138020",1979-06-11,73,"A",1979-06-11
"61","USGS","07138020",1979-06-12,73,"A",1979-06-12
"62","USGS","07138020",1979-06-13,63,"A",1979-06-13
"63","USGS","07138020",1979-06-14,56,"A",1979-06-14
"64","USGS","07138020",1979-06-15,44,"A",1979-06-15
"65","USGS","07138020",1979-06-16,36,"A",1979-06-16
"66","USGS","07138020",1979-06-17,24,"A",1979-06-17
"67","USGS","07138020",1979-06-18,17,"A",1979-06-18
"68","USGS","07138020",1979-06-19,11,"A",1979-06-19
"69","USGS","07138020",1979-06-20,6.6,"A",1979-06-20
"70","USGS","07138020",1979-06-21,5.1,"A",1979-06-21
"71","USGS","07138020",1979-06-22,3,"A",1979-06-22
"72","USGS","07138020",1979-06-23,2.1,"A",1979-06-23
"73","USGS","07138020",1979-06-24,1.5,"A",1979-06-24
"74","USGS","07138020",1979-06-25,1.5,"A",1979-06-25
"75","USGS","07138020",1979-06-26,1.3,"A",1979-06-26
"76","USGS","07138020",1979-06-27,0.9,"A",1979-06-27
"77","USGS","07138020",1979-06-28,0.59,"A",1979-06-28
"78","USGS","07138020",1979-06-29,0.46,"A",1979-06-29
"79","USGS","07138020",1979-06-30,0.2,"A",1979-06-30
"80","USGS","07138020",1979-07-01,27,"A",1979-07-01
"81","USGS","07138020",1979-07-02,2.8,"A",1979-07-02
"82","USGS","07138020",1979-07-03,0.39,"A",1979-07-03
"83","USGS","07138020",1979-07-04,0.05,"A",1979-07-04
"84","USGS","07138020",1979-07-05,0.01,"A",1979-07-05
"85","USGS","07138020",1979-07-06,22,"A",1979-07-06
"86","USGS","07138020",1979-07-07,28,"A",1979-07-07
"87","USGS","07138020",1979-07-08,18,"A",1979-07-08
"88","USGS","07138020",1979-07-09,83,"A",1979-07-09
"89","USGS","07138020",1979-07-10,69,"A",1979-07-10
"90","USGS","07138020",1979-07-11,18,"A",1979-07-11
"91","USGS","07138020",1979-07-12,11,"A",1979-07-12
"92","USGS","07138020",1979-07-13,8.4,"A",1979-07-13
"93","USGS","07138020",1979-07-14,5.6,"A",1979-07-14
"94","USGS","07138020",1979-07-15,42,"A",1979-07-15
"95","USGS","07138020",1979-07-16,93,"A",1979-07-16
"96","USGS","07138020",1979-07-17,114,"A",1979-07-17
"97","USGS","07138020",1979-07-18,148,"A",1979-07-18
"98","USGS","07138020",1979-07-19,155,"A",1979-07-19
"99","USGS","07138020",1979-07-20,203,"A",1979-07-20
"100","USGS","07138020",1979-07-21,145,"A",1979-07-21
"101","USGS","07138020",1979-07-22,118,"A",1979-07-22
"102","USGS","07138020",1979-07-23,82,"A",1979-07-23
"103","USGS","07138020",1979-07-24,60,"A",1979-07-24
"104","USGS","07138020",1979-07-25,44,"A",1979-07-25
"105","USGS","07138020",1979-07-26,33,"A",1979-07-26
"106","USGS","07138020",1979-07-27,24,"A",1979-07-27
"107","USGS","07138020",1979-07-28,16,"A",1979-07-28
"108","USGS","07138020",1979-07-29,13,"A",1979-07-29
"109","USGS","07138020",1979-07-30,10,"A",1979-07-30
"110","USGS","07138020",1979-07-31,7.8,"A",1979-07-31
"111","USGS","07138020",1979-08-01,6.1,"A",1979-08-01
"112","USGS","07138020",1979-08-02,4.6,"A",1979-08-02
"113","USGS","07138020",1979-08-03,3.8,"A",1979-08-03
"114","USGS","07138020",1979-08-04,3,"A",1979-08-04
"115","USGS","07138020",1979-08-05,1.8,"A",1979-08-05
"116","USGS","07138020",1979-08-06,1.3,"A",1979-08-06
"117","USGS","07138020",1979-08-07,0.74,"A",1979-08-07
"118","USGS","07138020",1979-08-08,0.59,"A",1979-08-08
