"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","05488200",1985-07-01,2,"A",1985-07-01
"2","USGS","05488200",1985-07-02,1.8,"A",1985-07-02
"3","USGS","05488200",1985-07-03,1.53,"A",1985-07-03
"4","USGS","05488200",1985-07-04,1.4,"A",1985-07-04
"5","USGS","05488200",1985-07-05,1,"A",1985-07-05
"6","USGS","05488200",1985-07-06,0.58,"A",1985-07-06
"7","USGS","05488200",1985-07-07,0.58,"A",1985-07-07
"8","USGS","05488200",1985-07-08,0.35,"A",1985-07-08
"9","USGS","05488200",1985-07-09,0.25,"A",1985-07-09
"10","USGS","05488200",1985-07-10,0.25,"A",1985-07-10
"11","USGS","05488200",1985-07-11,0.25,"A",1985-07-11
"12","USGS","05488200",1985-07-12,0.25,"A",1985-07-12
"13","USGS","05488200",1985-07-13,0.25,"A",1985-07-13
"14","USGS","05488200",1985-07-14,0.25,"A",1985-07-14
"15","USGS","05488200",1985-07-15,6.23,"A",1985-07-15
"16","USGS","05488200",1985-07-16,3.78,"A",1985-07-16
"17","USGS","05488200",1985-07-17,1.76,"A",1985-07-17
"18","USGS","05488200",1985-07-18,1.13,"A",1985-07-18
"19","USGS","05488200",1985-07-19,0.6,"A",1985-07-19
"20","USGS","05488200",1985-07-20,0.44,"A",1985-07-20
"21","USGS","05488200",1985-07-21,0.48,"A",1985-07-21
"22","USGS","05488200",1985-07-22,0.45,"A",1985-07-22
"23","USGS","05488200",1985-07-23,0.43,"A",1985-07-23
"24","USGS","05488200",1985-07-24,0.37,"A",1985-07-24
"25","USGS","05488200",1985-07-25,12.7,"A",1985-07-25
"26","USGS","05488200",1985-07-26,21.3,"A",1985-07-26
"27","USGS","05488200",1985-07-27,2.59,"A",1985-07-27
"28","USGS","05488200",1985-07-28,1.4,"A",1985-07-28
"29","USGS","05488200",1985-07-29,0.9,"A",1985-07-29
"30","USGS","05488200",1985-07-30,17.2,"A",1985-07-30
"31","USGS","05488200",1985-07-31,20.7,"A",1985-07-31
"32","USGS","05488200",1985-08-01,29.4,"A",1985-08-01
"33","USGS","05488200",1985-08-02,21.6,"A",1985-08-02
"34","USGS","05488200",1985-08-03,6,"A",1985-08-03
"35","USGS","05488200",1985-08-04,3,"A",1985-08-04
"36","USGS","05488200",1985-08-05,1.9,"A",1985-08-05
"37","USGS","05488200",1985-08-06,1.5,"A",1985-08-06
"38","USGS","05488200",1985-08-07,1.2,"A",1985-08-07
"39","USGS","05488200",1985-08-08,1,"A",1985-08-08
"40","USGS","05488200",1985-08-09,0.9,"A",1985-08-09
"41","USGS","05488200",1985-08-10,41.5,"A",1985-08-10
"42","USGS","05488200",1985-08-11,20.4,"A",1985-08-11
"43","USGS","05488200",1985-08-12,13.2,"A",1985-08-12
"44","USGS","05488200",1985-08-13,25.6,"A",1985-08-13
"45","USGS","05488200",1985-08-14,31.8,"A",1985-08-14
"46","USGS","05488200",1985-08-15,25.9,"A",1985-08-15
"47","USGS","05488200",1985-08-16,5.13,"A",1985-08-16
"48","USGS","05488200",1985-08-17,2.29,"A",1985-08-17
"49","USGS","05488200",1985-08-18,0.76,"A",1985-08-18
"50","USGS","05488200",1985-08-19,0.34,"A",1985-08-19
"51","USGS","05488200",1985-08-20,1.05,"A",1985-08-20
"52","USGS","05488200",1985-08-21,1.86,"A",1985-08-21
"53","USGS","05488200",1985-08-22,6.29,"A",1985-08-22
"54","USGS","05488200",1985-08-23,32.4,"A",1985-08-23
"55","USGS","05488200",1985-08-24,6.89,"A",1985-08-24
"56","USGS","05488200",1985-08-25,2.72,"A",1985-08-25
"57","USGS","05488200",1985-08-26,1.7,"A",1985-08-26
"58","USGS","05488200",1985-08-27,1.2,"A",1985-08-27
"59","USGS","05488200",1985-08-28,0.9,"A",1985-08-28
"60","USGS","05488200",1985-08-29,0.7,"A",1985-08-29
"61","USGS","05488200",1985-08-30,0.6,"A",1985-08-30
"62","USGS","05488200",1985-08-31,0.54,"A",1985-08-31
"63","USGS","05488200",1985-09-01,0.49,"A",1985-09-01
"64","USGS","05488200",1985-09-02,0.45,"A",1985-09-02
"65","USGS","05488200",1985-09-03,0.42,"A",1985-09-03
"66","USGS","05488200",1985-09-04,0.39,"A",1985-09-04
"67","USGS","05488200",1985-09-05,0.37,"A",1985-09-05
"68","USGS","05488200",1985-09-06,0.35,"A",1985-09-06
"69","USGS","05488200",1985-09-07,0.33,"A",1985-09-07
"70","USGS","05488200",1985-09-08,0.31,"A",1985-09-08
"71","USGS","05488200",1985-09-09,0.29,"A",1985-09-09
"72","USGS","05488200",1985-09-10,0.28,"A",1985-09-10
"73","USGS","05488200",1985-09-11,0.27,"A",1985-09-11
"74","USGS","05488200",1985-09-12,0.26,"A",1985-09-12
"75","USGS","05488200",1985-09-13,0.25,"A",1985-09-13
"76","USGS","05488200",1985-09-14,0.25,"A",1985-09-14
"77","USGS","05488200",1985-09-15,0.25,"A",1985-09-15
"78","USGS","05488200",1985-09-16,0.24,"A",1985-09-16
"79","USGS","05488200",1985-09-17,0.24,"A",1985-09-17
"80","USGS","05488200",1985-09-18,0.24,"A",1985-09-18
"81","USGS","05488200",1985-09-19,0.3,"A",1985-09-19
"82","USGS","05488200",1985-09-20,0.43,"A",1985-09-20
"83","USGS","05488200",1985-09-21,0.66,"A",1985-09-21
"84","USGS","05488200",1985-09-22,40.9,"A",1985-09-22
"85","USGS","05488200",1985-09-23,77,"A",1985-09-23
"86","USGS","05488200",1985-09-24,71.9,"A",1985-09-24
"87","USGS","05488200",1985-09-25,17.8,"A",1985-09-25
"88","USGS","05488200",1985-09-26,18.2,"A",1985-09-26
"89","USGS","05488200",1985-09-27,9.64,"A",1985-09-27
"90","USGS","05488200",1985-09-28,4.14,"A",1985-09-28
"91","USGS","05488200",1985-09-29,35.5,"A",1985-09-29
"92","USGS","05488200",1985-09-30,320,"A",1985-09-30
"93","USGS","05488200",1985-10-01,73,"A",1985-10-01
"94","USGS","05488200",1985-10-02,35,"A",1985-10-02
"95","USGS","05488200",1985-10-03,24,"A",1985-10-03
"96","USGS","05488200",1985-10-04,18,"A",1985-10-04
"97","USGS","05488200",1985-10-05,13,"A",1985-10-05
"98","USGS","05488200",1985-10-06,10,"A",1985-10-06
"99","USGS","05488200",1985-10-07,7,"A",1985-10-07
"100","USGS","05488200",1985-10-08,7.2,"A",1985-10-08
"101","USGS","05488200",1985-10-09,172,"A",1985-10-09
"102","USGS","05488200",1985-10-10,475,"A",1985-10-10
"103","USGS","05488200",1985-10-11,145,"A",1985-10-11
