"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07143665",1973-06-06,62,"A",1973-06-06
"2","USGS","07143665",1973-06-07,74,"A",1973-06-07
"3","USGS","07143665",1973-06-08,68,"A",1973-06-08
"4","USGS","07143665",1973-06-09,49,"A",1973-06-09
"5","USGS","07143665",1973-06-10,40,"A",1973-06-10
"6","USGS","07143665",1973-06-11,39,"A",1973-06-11
"7","USGS","07143665",1973-06-12,37,"A",1973-06-12
"8","USGS","07143665",1973-06-13,33,"A",1973-06-13
"9","USGS","07143665",1973-06-14,31,"A",1973-06-14
"10","USGS","07143665",1973-06-15,33,"A",1973-06-15
"11","USGS","07143665",1973-06-16,38,"A",1973-06-16
"12","USGS","07143665",1973-06-17,46,"A",1973-06-17
"13","USGS","07143665",1973-06-18,33,"A",1973-06-18
"14","USGS","07143665",1973-06-19,28,"A",1973-06-19
"15","USGS","07143665",1973-06-20,27,"A",1973-06-20
"16","USGS","07143665",1973-06-21,25,"A",1973-06-21
"17","USGS","07143665",1973-06-22,24,"A",1973-06-22
"18","USGS","07143665",1973-06-23,24,"A",1973-06-23
"19","USGS","07143665",1973-06-24,24,"A",1973-06-24
"20","USGS","07143665",1973-06-25,23,"A",1973-06-25
"21","USGS","07143665",1973-06-26,22,"A",1973-06-26
"22","USGS","07143665",1973-06-27,22,"A",1973-06-27
"23","USGS","07143665",1973-06-28,21,"A",1973-06-28
"24","USGS","07143665",1973-06-29,21,"A",1973-06-29
"25","USGS","07143665",1973-06-30,22,"A",1973-06-30
"26","USGS","07143665",1973-07-01,22,"A",1973-07-01
"27","USGS","07143665",1973-07-02,21,"A",1973-07-02
"28","USGS","07143665",1973-07-03,20,"A",1973-07-03
"29","USGS","07143665",1973-07-04,19,"A",1973-07-04
"30","USGS","07143665",1973-07-05,18,"A",1973-07-05
"31","USGS","07143665",1973-07-06,17,"A",1973-07-06
"32","USGS","07143665",1973-07-07,16,"A",1973-07-07
"33","USGS","07143665",1973-07-08,16,"A",1973-07-08
"34","USGS","07143665",1973-07-09,16,"A",1973-07-09
"35","USGS","07143665",1973-07-10,17,"A",1973-07-10
"36","USGS","07143665",1973-07-11,18,"A",1973-07-11
"37","USGS","07143665",1973-07-12,18,"A",1973-07-12
"38","USGS","07143665",1973-07-13,16,"A",1973-07-13
"39","USGS","07143665",1973-07-14,16,"A",1973-07-14
"40","USGS","07143665",1973-07-15,21,"A",1973-07-15
"41","USGS","07143665",1973-07-16,21,"A",1973-07-16
"42","USGS","07143665",1973-07-17,17,"A",1973-07-17
"43","USGS","07143665",1973-07-18,18,"A",1973-07-18
"44","USGS","07143665",1973-07-19,289,"A",1973-07-19
"45","USGS","07143665",1973-07-20,655,"A",1973-07-20
"46","USGS","07143665",1973-07-21,783,"A",1973-07-21
"47","USGS","07143665",1973-07-22,399,"A",1973-07-22
"48","USGS","07143665",1973-07-23,192,"A",1973-07-23
"49","USGS","07143665",1973-07-24,265,"A",1973-07-24
"50","USGS","07143665",1973-07-25,1090,"A",1973-07-25
"51","USGS","07143665",1973-07-26,1630,"A",1973-07-26
"52","USGS","07143665",1973-07-27,1770,"A",1973-07-27
"53","USGS","07143665",1973-07-28,662,"A",1973-07-28
"54","USGS","07143665",1973-07-29,180,"A",1973-07-29
"55","USGS","07143665",1973-07-30,105,"A",1973-07-30
"56","USGS","07143665",1973-07-31,70,"A",1973-07-31
"57","USGS","07143665",1973-08-01,52,"A",1973-08-01
"58","USGS","07143665",1973-08-02,45,"A",1973-08-02
"59","USGS","07143665",1973-08-03,40,"A",1973-08-03
"60","USGS","07143665",1973-08-04,38,"A",1973-08-04
"61","USGS","07143665",1973-08-05,35,"A",1973-08-05
"62","USGS","07143665",1973-08-06,30,"A",1973-08-06
"63","USGS","07143665",1973-08-07,29,"A",1973-08-07
"64","USGS","07143665",1973-08-08,30,"A",1973-08-08
"65","USGS","07143665",1973-08-09,56,"A",1973-08-09
"66","USGS","07143665",1973-08-10,75,"A",1973-08-10
"67","USGS","07143665",1973-08-11,49,"A",1973-08-11
"68","USGS","07143665",1973-08-12,44,"A",1973-08-12
"69","USGS","07143665",1973-08-13,41,"A",1973-08-13
"70","USGS","07143665",1973-08-14,178,"A",1973-08-14
"71","USGS","07143665",1973-08-15,417,"A",1973-08-15
