"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07142300",1959-10-01,46,"A",1959-10-01
"2","USGS","07142300",1959-10-02,54,"A",1959-10-02
"3","USGS","07142300",1959-10-03,48,"A",1959-10-03
"4","USGS","07142300",1959-10-04,104,"A",1959-10-04
"5","USGS","07142300",1959-10-05,160,"A",1959-10-05
"6","USGS","07142300",1959-10-06,176,"A",1959-10-06
"7","USGS","07142300",1959-10-07,79,"A",1959-10-07
"8","USGS","07142300",1959-10-08,75,"A",1959-10-08
"9","USGS","07142300",1959-10-09,53,"A",1959-10-09
"10","USGS","07142300",1959-10-10,40,"A",1959-10-10
"11","USGS","07142300",1959-10-11,36,"A",1959-10-11
"12","USGS","07142300",1959-10-12,36,"A",1959-10-12
"13","USGS","07142300",1959-10-13,36,"A",1959-10-13
"14","USGS","07142300",1959-10-14,37,"A",1959-10-14
"15","USGS","07142300",1959-10-15,71,"A",1959-10-15
"16","USGS","07142300",1959-10-16,72,"A",1959-10-16
"17","USGS","07142300",1959-10-17,50,"A",1959-10-17
"18","USGS","07142300",1959-10-18,46,"A",1959-10-18
"19","USGS","07142300",1959-10-19,44,"A",1959-10-19
"20","USGS","07142300",1959-10-20,44,"A",1959-10-20
"21","USGS","07142300",1959-10-21,43,"A",1959-10-21
"22","USGS","07142300",1959-10-22,36,"A",1959-10-22
"23","USGS","07142300",1959-10-23,36,"A",1959-10-23
"24","USGS","07142300",1959-10-24,34,"A",1959-10-24
"25","USGS","07142300",1959-10-25,35,"A",1959-10-25
"26","USGS","07142300",1959-10-26,36,"A",1959-10-26
"27","USGS","07142300",1959-10-27,38,"A",1959-10-27
"28","USGS","07142300",1959-10-28,33,"A",1959-10-28
"29","USGS","07142300",1959-10-29,34,"A",1959-10-29
"30","USGS","07142300",1959-10-30,38,"A",1959-10-30
"31","USGS","07142300",1959-10-31,40,"A",1959-10-31
"32","USGS","07142300",1959-11-01,36,"A",1959-11-01
"33","USGS","07142300",1959-11-02,36,"A",1959-11-02
"34","USGS","07142300",1959-11-03,34,"A",1959-11-03
"35","USGS","07142300",1959-11-04,36,"A",1959-11-04
"36","USGS","07142300",1959-11-05,36,"A",1959-11-05
"37","USGS","07142300",1959-11-06,36,"A",1959-11-06
"38","USGS","07142300",1959-11-07,34,"A",1959-11-07
"39","USGS","07142300",1959-11-08,36,"A",1959-11-08
"40","USGS","07142300",1959-11-09,34,"A",1959-11-09
"41","USGS","07142300",1959-11-10,36,"A",1959-11-10
"42","USGS","07142300",1959-11-11,36,"A",1959-11-11
"43","USGS","07142300",1959-11-12,36,"A",1959-11-12
"44","USGS","07142300",1959-11-13,37,"A",1959-11-13
"45","USGS","07142300",1959-11-14,30,"A",1959-11-14
"46","USGS","07142300",1959-11-15,32,"A",1959-11-15
"47","USGS","07142300",1959-11-16,28,"A",1959-11-16
"48","USGS","07142300",1959-11-17,27,"A",1959-11-17
"49","USGS","07142300",1959-11-18,42,"A",1959-11-18
"50","USGS","07142300",1959-11-19,37,"A",1959-11-19
"51","USGS","07142300",1959-11-20,36,"A",1959-11-20
"52","USGS","07142300",1959-11-21,36,"A",1959-11-21
"53","USGS","07142300",1959-11-22,36,"A",1959-11-22
"54","USGS","07142300",1959-11-23,36,"A",1959-11-23
"55","USGS","07142300",1959-11-24,35,"A",1959-11-24
"56","USGS","07142300",1959-11-25,36,"A",1959-11-25
"57","USGS","07142300",1959-11-26,34,"A",1959-11-26
"58","USGS","07142300",1959-11-27,34,"A",1959-11-27
"59","USGS","07142300",1959-11-28,30,"A",1959-11-28
"60","USGS","07142300",1959-11-29,34,"A",1959-11-29
"61","USGS","07142300",1959-11-30,36,"A",1959-11-30
"62","USGS","07142300",1959-12-01,36,"A",1959-12-01
"63","USGS","07142300",1959-12-02,36,"A",1959-12-02
"64","USGS","07142300",1959-12-03,34,"A",1959-12-03
"65","USGS","07142300",1959-12-04,36,"A",1959-12-04
"66","USGS","07142300",1959-12-05,34,"A",1959-12-05
"67","USGS","07142300",1959-12-06,36,"A",1959-12-06
"68","USGS","07142300",1959-12-07,36,"A",1959-12-07
"69","USGS","07142300",1959-12-08,36,"A",1959-12-08
"70","USGS","07142300",1959-12-09,35,"A",1959-12-09
"71","USGS","07142300",1959-12-10,34,"A",1959-12-10
"72","USGS","07142300",1959-12-11,36,"A",1959-12-11
"73","USGS","07142300",1959-12-12,36,"A",1959-12-12
"74","USGS","07142300",1959-12-13,36,"A",1959-12-13
"75","USGS","07142300",1959-12-14,36,"A",1959-12-14
"76","USGS","07142300",1959-12-15,34,"A",1959-12-15
"77","USGS","07142300",1959-12-16,37,"A",1959-12-16
"78","USGS","07142300",1959-12-17,36,"A",1959-12-17
"79","USGS","07142300",1959-12-18,36,"A",1959-12-18
"80","USGS","07142300",1959-12-19,36,"A",1959-12-19
"81","USGS","07142300",1959-12-20,36,"A",1959-12-20
"82","USGS","07142300",1959-12-21,35,"A",1959-12-21
"83","USGS","07142300",1959-12-22,36,"A",1959-12-22
"84","USGS","07142300",1959-12-23,36,"A",1959-12-23
"85","USGS","07142300",1959-12-24,36,"A",1959-12-24
"86","USGS","07142300",1959-12-25,36,"A",1959-12-25
"87","USGS","07142300",1959-12-26,36,"A",1959-12-26
"88","USGS","07142300",1959-12-27,34,"A",1959-12-27
"89","USGS","07142300",1959-12-28,36,"A",1959-12-28
"90","USGS","07142300",1959-12-29,38,"A",1959-12-29
"91","USGS","07142300",1959-12-30,38,"A",1959-12-30
"92","USGS","07142300",1959-12-31,37,"A",1959-12-31
"93","USGS","07142300",1960-01-01,37,"A",1960-01-01
"94","USGS","07142300",1960-01-02,34,"A",1960-01-02
"95","USGS","07142300",1960-01-03,30,"A",1960-01-03
"96","USGS","07142300",1960-01-04,29,"A",1960-01-04
"97","USGS","07142300",1960-01-05,30,"A",1960-01-05
"98","USGS","07142300",1960-01-06,34,"A",1960-01-06
"99","USGS","07142300",1960-01-07,34,"A",1960-01-07
