"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","06910800",1969-05-15,51,"A",1969-05-15
"2","USGS","06910800",1969-05-16,47,"A",1969-05-16
"3","USGS","06910800",1969-05-17,46,"A",1969-05-17
"4","USGS","06910800",1969-05-18,45,"A",1969-05-18
"5","USGS","06910800",1969-05-19,42,"A",1969-05-19
"6","USGS","06910800",1969-05-20,40,"A",1969-05-20
"7","USGS","06910800",1969-05-21,45,"A",1969-05-21
"8","USGS","06910800",1969-05-22,72,"A",1969-05-22
"9","USGS","06910800",1969-05-23,142,"A",1969-05-23
"10","USGS","06910800",1969-05-24,84,"A",1969-05-24
"11","USGS","06910800",1969-05-25,67,"A",1969-05-25
"12","USGS","06910800",1969-05-26,56,"A",1969-05-26
"13","USGS","06910800",1969-05-27,45,"A",1969-05-27
"14","USGS","06910800",1969-05-28,36,"A",1969-05-28
"15","USGS","06910800",1969-05-29,30,"A",1969-05-29
"16","USGS","06910800",1969-05-30,28,"A",1969-05-30
"17","USGS","06910800",1969-05-31,25,"A",1969-05-31
"18","USGS","06910800",1969-06-01,472,"A",1969-06-01
"19","USGS","06910800",1969-06-02,183,"A",1969-06-02
"20","USGS","06910800",1969-06-03,73,"A",1969-06-03
"21","USGS","06910800",1969-06-04,46,"A",1969-06-04
"22","USGS","06910800",1969-06-05,35,"A",1969-06-05
"23","USGS","06910800",1969-06-06,30,"A",1969-06-06
"24","USGS","06910800",1969-06-07,25,"A",1969-06-07
"25","USGS","06910800",1969-06-08,22,"A",1969-06-08
"26","USGS","06910800",1969-06-09,22,"A",1969-06-09
"27","USGS","06910800",1969-06-10,20,"A",1969-06-10
"28","USGS","06910800",1969-06-11,19,"A",1969-06-11
"29","USGS","06910800",1969-06-12,23,"A",1969-06-12
"30","USGS","06910800",1969-06-13,45,"A",1969-06-13
"31","USGS","06910800",1969-06-14,42,"A",1969-06-14
"32","USGS","06910800",1969-06-15,37,"A",1969-06-15
"33","USGS","06910800",1969-06-16,30,"A",1969-06-16
"34","USGS","06910800",1969-06-17,164,"A",1969-06-17
"35","USGS","06910800",1969-06-18,281,"A",1969-06-18
"36","USGS","06910800",1969-06-19,56,"A",1969-06-19
"37","USGS","06910800",1969-06-20,39,"A",1969-06-20
"38","USGS","06910800",1969-06-21,26,"A",1969-06-21
"39","USGS","06910800",1969-06-22,488,"A",1969-06-22
"40","USGS","06910800",1969-06-23,269,"A",1969-06-23
"41","USGS","06910800",1969-06-24,1880,"A",1969-06-24
"42","USGS","06910800",1969-06-25,423,"A",1969-06-25
"43","USGS","06910800",1969-06-26,531,"A",1969-06-26
"44","USGS","06910800",1969-06-27,16300,"A",1969-06-27
"45","USGS","06910800",1969-06-28,689,"A",1969-06-28
"46","USGS","06910800",1969-06-29,274,"A",1969-06-29
"47","USGS","06910800",1969-06-30,212,"A",1969-06-30
"48","USGS","06910800",1969-07-01,2920,"A",1969-07-01
"49","USGS","06910800",1969-07-02,628,"A",1969-07-02
"50","USGS","06910800",1969-07-03,280,"A",1969-07-03
"51","USGS","06910800",1969-07-04,190,"A",1969-07-04
"52","USGS","06910800",1969-07-05,144,"A",1969-07-05
"53","USGS","06910800",1969-07-06,124,"A",1969-07-06
"54","USGS","06910800",1969-07-07,116,"A",1969-07-07
"55","USGS","06910800",1969-07-08,108,"A",1969-07-08
"56","USGS","06910800",1969-07-09,96,"A",1969-07-09
"57","USGS","06910800",1969-07-10,183,"A",1969-07-10
"58","USGS","06910800",1969-07-11,451,"A",1969-07-11
"59","USGS","06910800",1969-07-12,155,"A",1969-07-12
"60","USGS","06910800",1969-07-13,106,"A",1969-07-13
"61","USGS","06910800",1969-07-14,82,"A",1969-07-14
"62","USGS","06910800",1969-07-15,67,"A",1969-07-15
"63","USGS","06910800",1969-07-16,57,"A",1969-07-16
"64","USGS","06910800",1969-07-17,50,"A",1969-07-17
"65","USGS","06910800",1969-07-18,44,"A",1969-07-18
"66","USGS","06910800",1969-07-19,210,"A",1969-07-19
"67","USGS","06910800",1969-07-20,352,"A",1969-07-20
"68","USGS","06910800",1969-07-21,159,"A",1969-07-21
"69","USGS","06910800",1969-07-22,96,"A",1969-07-22
"70","USGS","06910800",1969-07-23,259,"A",1969-07-23
"71","USGS","06910800",1969-07-24,3900,"A",1969-07-24
"72","USGS","06910800",1969-07-25,2100,"A",1969-07-25
"73","USGS","06910800",1969-07-26,250,"A",1969-07-26
"74","USGS","06910800",1969-07-27,706,"A",1969-07-27
"75","USGS","06910800",1969-07-28,190,"A",1969-07-28
"76","USGS","06910800",1969-07-29,92,"A",1969-07-29
"77","USGS","06910800",1969-07-30,67,"A",1969-07-30
"78","USGS","06910800",1969-07-31,58,"A",1969-07-31
"79","USGS","06910800",1969-08-01,51,"A",1969-08-01
"80","USGS","06910800",1969-08-02,46,"A",1969-08-02
"81","USGS","06910800",1969-08-03,110,"A",1969-08-03
"82","USGS","06910800",1969-08-04,51,"A",1969-08-04
"83","USGS","06910800",1969-08-05,37,"A",1969-08-05
"84","USGS","06910800",1969-08-06,33,"A",1969-08-06
"85","USGS","06910800",1969-08-07,29,"A",1969-08-07
"86","USGS","06910800",1969-08-08,27,"A",1969-08-08
"87","USGS","06910800",1969-08-09,24,"A",1969-08-09
"88","USGS","06910800",1969-08-10,20,"A",1969-08-10
"89","USGS","06910800",1969-08-11,18,"A",1969-08-11
"90","USGS","06910800",1969-08-12,17,"A",1969-08-12
"91","USGS","06910800",1969-08-13,17,"A",1969-08-13
"92","USGS","06910800",1969-08-14,16,"A",1969-08-14
"93","USGS","06910800",1969-08-15,26,"A",1969-08-15
"94","USGS","06910800",1969-08-16,44,"A",1969-08-16
"95","USGS","06910800",1969-08-17,26,"A",1969-08-17
"96","USGS","06910800",1969-08-18,21,"A",1969-08-18
"97","USGS","06910800",1969-08-19,17,"A",1969-08-19
"98","USGS","06910800",1969-08-20,14,"A",1969-08-20
"99","USGS","06910800",1969-08-21,54,"A",1969-08-21
"100","USGS","06910800",1969-08-22,39,"A",1969-08-22
"101","USGS","06910800",1969-08-23,29,"A",1969-08-23
"102","USGS","06910800",1969-08-24,19,"A",1969-08-24
"103","USGS","06910800",1969-08-25,15,"A",1969-08-25
"104","USGS","06910800",1969-08-26,12,"A",1969-08-26
"105","USGS","06910800",1969-08-27,12,"A",1969-08-27
"106","USGS","06910800",1969-08-28,12,"A",1969-08-28
"107","USGS","06910800",1969-08-29,11,"A",1969-08-29
"108","USGS","06910800",1969-08-30,11,"A",1969-08-30
"109","USGS","06910800",1969-08-31,10,"A",1969-08-31
"110","USGS","06910800",1969-09-01,9.3,"A",1969-09-01
"111","USGS","06910800",1969-09-02,8,"A",1969-09-02
"112","USGS","06910800",1969-09-03,9.1,"A",1969-09-03
"113","USGS","06910800",1969-09-04,8.7,"A",1969-09-04
"114","USGS","06910800",1969-09-05,14,"A",1969-09-05
"115","USGS","06910800",1969-09-06,21,"A",1969-09-06
"116","USGS","06910800",1969-09-07,19,"A",1969-09-07
"117","USGS","06910800",1969-09-08,15,"A",1969-09-08
"118","USGS","06910800",1969-09-09,10,"A",1969-09-09
"119","USGS","06910800",1969-09-10,7.4,"A",1969-09-10
"120","USGS","06910800",1969-09-11,6.3,"A",1969-09-11
"121","USGS","06910800",1969-09-12,5.7,"A",1969-09-12
"122","USGS","06910800",1969-09-13,6,"A",1969-09-13
"123","USGS","06910800",1969-09-14,7,"A",1969-09-14
"124","USGS","06910800",1969-09-15,41,"A",1969-09-15
"125","USGS","06910800",1969-09-16,22,"A",1969-09-16
"126","USGS","06910800",1969-09-17,13,"A",1969-09-17
"127","USGS","06910800",1969-09-18,11,"A",1969-09-18
"128","USGS","06910800",1969-09-19,8.6,"A",1969-09-19
"129","USGS","06910800",1969-09-20,6.6,"A",1969-09-20
"130","USGS","06910800",1969-09-21,5.4,"A",1969-09-21
"131","USGS","06910800",1969-09-22,4.9,"A",1969-09-22
"132","USGS","06910800",1969-09-23,5.1,"A",1969-09-23
"133","USGS","06910800",1969-09-24,4.1,"A",1969-09-24
"134","USGS","06910800",1969-09-25,3.3,"A",1969-09-25
"135","USGS","06910800",1969-09-26,3.3,"A",1969-09-26
"136","USGS","06910800",1969-09-27,3.5,"A",1969-09-27
"137","USGS","06910800",1969-09-28,3.4,"A",1969-09-28
"138","USGS","06910800",1969-09-29,2.9,"A",1969-09-29
"139","USGS","06910800",1969-09-30,3.1,"A",1969-09-30
"140","USGS","06910800",1969-10-01,3.3,"A",1969-10-01
"141","USGS","06910800",1969-10-02,3.5,"A",1969-10-02
"142","USGS","06910800",1969-10-03,3.1,"A",1969-10-03
"143","USGS","06910800",1969-10-04,2.3,"A",1969-10-04
"144","USGS","06910800",1969-10-05,2.4,"A",1969-10-05
"145","USGS","06910800",1969-10-06,3.9,"A",1969-10-06
"146","USGS","06910800",1969-10-07,16,"A",1969-10-07
"147","USGS","06910800",1969-10-08,7.3,"A",1969-10-08
"148","USGS","06910800",1969-10-09,6.9,"A",1969-10-09
"149","USGS","06910800",1969-10-10,193,"A",1969-10-10
"150","USGS","06910800",1969-10-11,124,"A",1969-10-11
"151","USGS","06910800",1969-10-12,83,"A",1969-10-12
