"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07083000",1946-08-01,39,"A",1946-08-01
"2","USGS","07083000",1946-08-02,39,"A",1946-08-02
"3","USGS","07083000",1946-08-03,36,"A",1946-08-03
"4","USGS","07083000",1946-08-04,32,"A",1946-08-04
"5","USGS","07083000",1946-08-05,31,"A",1946-08-05
"6","USGS","07083000",1946-08-06,31,"A",1946-08-06
"7","USGS","07083000",1946-08-07,29,"A",1946-08-07
"8","USGS","07083000",1946-08-08,27,"A",1946-08-08
"9","USGS","07083000",1946-08-09,26,"A",1946-08-09
"10","USGS","07083000",1946-08-10,25,"A",1946-08-10
"11","USGS","07083000",1946-08-11,25,"A",1946-08-11
"12","USGS","07083000",1946-08-12,27,"A",1946-08-12
"13","USGS","07083000",1946-08-13,27,"A",1946-08-13
"14","USGS","07083000",1946-08-14,26,"A",1946-08-14
"15","USGS","07083000",1946-08-15,25,"A",1946-08-15
"16","USGS","07083000",1946-08-16,24,"A",1946-08-16
"17","USGS","07083000",1946-08-17,23,"A",1946-08-17
"18","USGS","07083000",1946-08-18,22,"A",1946-08-18
"19","USGS","07083000",1946-08-19,22,"A",1946-08-19
"20","USGS","07083000",1946-08-20,21,"A",1946-08-20
"21","USGS","07083000",1946-08-21,21,"A",1946-08-21
"22","USGS","07083000",1946-08-22,22,"A",1946-08-22
"23","USGS","07083000",1946-08-23,26,"A",1946-08-23
"24","USGS","07083000",1946-08-24,26,"A",1946-08-24
"25","USGS","07083000",1946-08-25,24,"A",1946-08-25
"26","USGS","07083000",1946-08-26,22,"A",1946-08-26
"27","USGS","07083000",1946-08-27,22,"A",1946-08-27
"28","USGS","07083000",1946-08-28,21,"A",1946-08-28
"29","USGS","07083000",1946-08-29,22,"A",1946-08-29
"30","USGS","07083000",1946-08-30,22,"A",1946-08-30
"31","USGS","07083000",1946-08-31,21,"A",1946-08-31
"32","USGS","07083000",1946-09-01,21,"A",1946-09-01
"33","USGS","07083000",1946-09-02,20,"A",1946-09-02
"34","USGS","07083000",1946-09-03,20,"A",1946-09-03
"35","USGS","07083000",1946-09-04,19,"A",1946-09-04
"36","USGS","07083000",1946-09-05,19,"A",1946-09-05
"37","USGS","07083000",1946-09-06,18,"A",1946-09-06
"38","USGS","07083000",1946-09-07,18,"A",1946-09-07
"39","USGS","07083000",1946-09-08,18,"A",1946-09-08
"40","USGS","07083000",1946-09-09,18,"A",1946-09-09
"41","USGS","07083000",1946-09-10,18,"A",1946-09-10
"42","USGS","07083000",1946-09-11,18,"A",1946-09-11
"43","USGS","07083000",1946-09-12,18,"A",1946-09-12
"44","USGS","07083000",1946-09-13,19,"A",1946-09-13
"45","USGS","07083000",1946-09-14,18,"A",1946-09-14
"46","USGS","07083000",1946-09-15,18,"A",1946-09-15
"47","USGS","07083000",1946-09-16,18,"A",1946-09-16
"48","USGS","07083000",1946-09-17,17,"A",1946-09-17
"49","USGS","07083000",1946-09-18,18,"A",1946-09-18
"50","USGS","07083000",1946-09-19,18,"A",1946-09-19
"51","USGS","07083000",1946-09-20,17,"A",1946-09-20
"52","USGS","07083000",1946-09-21,17,"A",1946-09-21
"53","USGS","07083000",1946-09-22,17,"A",1946-09-22
"54","USGS","07083000",1946-09-23,17,"A",1946-09-23
"55","USGS","07083000",1946-09-24,17,"A",1946-09-24
"56","USGS","07083000",1946-09-25,17,"A",1946-09-25
"57","USGS","07083000",1946-09-26,16,"A",1946-09-26
"58","USGS","07083000",1946-09-27,16,"A",1946-09-27
"59","USGS","07083000",1946-09-28,16,"A",1946-09-28
"60","USGS","07083000",1946-09-29,16,"A",1946-09-29
"61","USGS","07083000",1946-09-30,16,"A",1946-09-30
"62","USGS","07083000",1946-10-01,16,"A",1946-10-01
"63","USGS","07083000",1946-10-02,16,"A",1946-10-02
