"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","07146500",1902-10-01,445,"A",1902-10-01
"2","USGS","07146500",1902-10-02,595,"A",1902-10-02
"3","USGS","07146500",1902-10-03,675,"A",1902-10-03
"4","USGS","07146500",1902-10-04,710,"A",1902-10-04
"5","USGS","07146500",1902-10-05,765,"A",1902-10-05
"6","USGS","07146500",1902-10-06,810,"A",1902-10-06
"7","USGS","07146500",1902-10-07,765,"A",1902-10-07
"8","USGS","07146500",1902-10-08,715,"A",1902-10-08
"9","USGS","07146500",1902-10-09,810,"A",1902-10-09
"10","USGS","07146500",1902-10-10,595,"A",1902-10-10
"11","USGS","07146500",1902-10-11,810,"A",1902-10-11
"12","USGS","07146500",1902-10-12,675,"A",1902-10-12
"13","USGS","07146500",1902-10-13,515,"A",1902-10-13
"14","USGS","07146500",1902-10-14,595,"A",1902-10-14
"15","USGS","07146500",1902-10-15,445,"A",1902-10-15
"16","USGS","07146500",1902-10-16,480,"A",1902-10-16
"17","USGS","07146500",1902-10-17,375,"A",1902-10-17
"18","USGS","07146500",1902-10-18,105,"A",1902-10-18
"19","USGS","07146500",1902-10-19,70,"A",1902-10-19
"20","USGS","07146500",1902-10-20,105,"A",1902-10-20
"21","USGS","07146500",1902-10-21,87,"A",1902-10-21
"22","USGS","07146500",1902-10-22,125,"A",1902-10-22
"23","USGS","07146500",1902-10-23,145,"A",1902-10-23
"24","USGS","07146500",1902-10-24,182,"A",1902-10-24
"25","USGS","07146500",1902-10-25,445,"A",1902-10-25
"26","USGS","07146500",1902-10-26,375,"A",1902-10-26
"27","USGS","07146500",1902-10-27,445,"A",1902-10-27
"28","USGS","07146500",1902-10-28,515,"A",1902-10-28
"29","USGS","07146500",1902-10-29,445,"A",1902-10-29
"30","USGS","07146500",1902-10-30,445,"A",1902-10-30
"31","USGS","07146500",1902-10-31,515,"A",1902-10-31
"32","USGS","07146500",1902-11-01,675,"A",1902-11-01
"33","USGS","07146500",1902-11-02,445,"A",1902-11-02
"34","USGS","07146500",1902-11-03,230,"A",1902-11-03
"35","USGS","07146500",1902-11-04,265,"A",1902-11-04
"36","USGS","07146500",1902-11-05,195,"A",1902-11-05
"37","USGS","07146500",1902-11-06,125,"A",1902-11-06
"38","USGS","07146500",1902-11-07,145,"A",1902-11-07
"39","USGS","07146500",1902-11-08,157,"A",1902-11-08
"40","USGS","07146500",1902-11-09,212,"A",1902-11-09
"41","USGS","07146500",1902-11-10,195,"A",1902-11-10
"42","USGS","07146500",1902-11-11,170,"A",1902-11-11
"43","USGS","07146500",1902-11-12,195,"A",1902-11-12
"44","USGS","07146500",1902-11-13,230,"A",1902-11-13
"45","USGS","07146500",1902-11-14,195,"A",1902-11-14
"46","USGS","07146500",1902-11-15,145,"A",1902-11-15
"47","USGS","07146500",1902-11-16,195,"A",1902-11-16
"48","USGS","07146500",1902-11-17,170,"A",1902-11-17
"49","USGS","07146500",1902-11-18,195,"A",1902-11-18
"50","USGS","07146500",1902-11-19,230,"A",1902-11-19
"51","USGS","07146500",1902-11-20,230,"A",1902-11-20
"52","USGS","07146500",1902-11-21,195,"A",1902-11-21
"53","USGS","07146500",1902-11-22,170,"A",1902-11-22
"54","USGS","07146500",1902-11-23,195,"A",1902-11-23
"55","USGS","07146500",1902-11-24,170,"A",1902-11-24
"56","USGS","07146500",1902-11-25,145,"A",1902-11-25
"57","USGS","07146500",1902-11-26,170,"A",1902-11-26
"58","USGS","07146500",1902-11-27,195,"A",1902-11-27
"59","USGS","07146500",1902-11-28,170,"A",1902-11-28
"60","USGS","07146500",1902-11-29,145,"A",1902-11-29
"61","USGS","07146500",1902-11-30,125,"A",1902-11-30
"62","USGS","07146500",1902-12-01,145,"A",1902-12-01
"63","USGS","07146500",1902-12-02,145,"A",1902-12-02
"64","USGS","07146500",1902-12-03,170,"A",1902-12-03
"65","USGS","07146500",1902-12-04,145,"A",1902-12-04
"66","USGS","07146500",1902-12-05,125,"A",1902-12-05
"67","USGS","07146500",1902-12-06,145,"A",1902-12-06
"68","USGS","07146500",1902-12-07,157,"A",1902-12-07
"69","USGS","07146500",1902-12-08,157,"A",1902-12-08
"70","USGS","07146500",1902-12-09,170,"A",1902-12-09
"71","USGS","07146500",1902-12-10,145,"A",1902-12-10
"72","USGS","07146500",1902-12-11,157,"A",1902-12-11
"73","USGS","07146500",1902-12-12,145,"A",1902-12-12
"74","USGS","07146500",1902-12-13,145,"A",1902-12-13
"75","USGS","07146500",1902-12-14,170,"A",1902-12-14
"76","USGS","07146500",1902-12-15,195,"A",1902-12-15
"77","USGS","07146500",1902-12-16,230,"A",1902-12-16
"78","USGS","07146500",1902-12-17,230,"A",1902-12-17
"79","USGS","07146500",1902-12-18,265,"A",1902-12-18
"80","USGS","07146500",1902-12-19,230,"A",1902-12-19
"81","USGS","07146500",1902-12-20,230,"A",1902-12-20
"82","USGS","07146500",1902-12-21,195,"A",1902-12-21
"83","USGS","07146500",1902-12-22,135,"A",1902-12-22
"84","USGS","07146500",1902-12-23,115,"A",1902-12-23
"85","USGS","07146500",1902-12-24,105,"A",1902-12-24
"86","USGS","07146500",1902-12-25,87,"A",1902-12-25
"87","USGS","07146500",1902-12-26,70,"A",1902-12-26
"88","USGS","07146500",1902-12-27,37,"A",1902-12-27
"89","USGS","07146500",1902-12-28,45,"A",1902-12-28
"90","USGS","07146500",1902-12-29,40,"A",1902-12-29
"91","USGS","07146500",1902-12-30,33,"A",1902-12-30
"92","USGS","07146500",1902-12-31,33,"A",1902-12-31
"93","USGS","07146500",1903-01-01,50,"A",1903-01-01
"94","USGS","07146500",1903-01-02,105,"A",1903-01-02
"95","USGS","07146500",1903-01-03,195,"A",1903-01-03
"96","USGS","07146500",1903-01-04,170,"A",1903-01-04
"97","USGS","07146500",1903-01-05,195,"A",1903-01-05
"98","USGS","07146500",1903-01-06,265,"A",1903-01-06
"99","USGS","07146500",1903-01-07,265,"A",1903-01-07
"100","USGS","07146500",1903-01-08,320,"A",1903-01-08
"101","USGS","07146500",1903-01-09,445,"A",1903-01-09
"102","USGS","07146500",1903-01-10,375,"A",1903-01-10
"103","USGS","07146500",1903-01-11,230,"A",1903-01-11
"104","USGS","07146500",1903-01-12,195,"A",1903-01-12
"105","USGS","07146500",1903-01-13,145,"A",1903-01-13
"106","USGS","07146500",1903-01-14,105,"A",1903-01-14
"107","USGS","07146500",1903-01-15,87,"A",1903-01-15
"108","USGS","07146500",1903-01-16,70,"A",1903-01-16
"109","USGS","07146500",1903-01-17,70,"A",1903-01-17
"110","USGS","07146500",1903-01-18,105,"A",1903-01-18
"111","USGS","07146500",1903-01-19,125,"A",1903-01-19
"112","USGS","07146500",1903-01-20,145,"A",1903-01-20
"113","USGS","07146500",1903-01-21,195,"A",1903-01-21
"114","USGS","07146500",1903-01-22,230,"A",1903-01-22
"115","USGS","07146500",1903-01-23,265,"A",1903-01-23
"116","USGS","07146500",1903-01-24,230,"A",1903-01-24
"117","USGS","07146500",1903-01-25,265,"A",1903-01-25
"118","USGS","07146500",1903-01-26,195,"A",1903-01-26
"119","USGS","07146500",1903-01-27,145,"A",1903-01-27
"120","USGS","07146500",1903-01-28,170,"A",1903-01-28
"121","USGS","07146500",1903-01-29,195,"A",1903-01-29
"122","USGS","07146500",1903-01-30,230,"A",1903-01-30
"123","USGS","07146500",1903-01-31,265,"A",1903-01-31
"124","USGS","07146500",1903-02-01,320,"A",1903-02-01
"125","USGS","07146500",1903-02-02,265,"A",1903-02-02
"126","USGS","07146500",1903-02-03,265,"A",1903-02-03
"127","USGS","07146500",1903-02-04,230,"A",1903-02-04
"128","USGS","07146500",1903-02-05,70,"A",1903-02-05
"129","USGS","07146500",1903-02-06,87,"A",1903-02-06
"130","USGS","07146500",1903-02-07,70,"A",1903-02-07
"131","USGS","07146500",1903-02-08,265,"A",1903-02-08
"132","USGS","07146500",1903-02-09,230,"A",1903-02-09
