"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","asdate"
"1","USGS","05501000",1935-01-01,22,"A",1935-01-01
"2","USGS","05501000",1935-01-02,24,"A",1935-01-02
"3","USGS","05501000",1935-01-03,16,"A",1935-01-03
"4","USGS","05501000",1935-01-04,13,"A",1935-01-04
"5","USGS","05501000",1935-01-05,17,"A",1935-01-05
"6","USGS","05501000",1935-01-06,17,"A",1935-01-06
"7","USGS","05501000",1935-01-07,16,"A",1935-01-07
"8","USGS","05501000",1935-01-08,4510,"A",1935-01-08
"9","USGS","05501000",1935-01-09,1450,"A",1935-01-09
"10","USGS","05501000",1935-01-10,653,"A",1935-01-10
"11","USGS","05501000",1935-01-11,425,"A",1935-01-11
"12","USGS","05501000",1935-01-12,276,"A",1935-01-12
"13","USGS","05501000",1935-01-13,242,"A",1935-01-13
"14","USGS","05501000",1935-01-14,210,"A",1935-01-14
"15","USGS","05501000",1935-01-15,210,"A",1935-01-15
"16","USGS","05501000",1935-01-16,130,"A",1935-01-16
"17","USGS","05501000",1935-01-17,150,"A",1935-01-17
"18","USGS","05501000",1935-01-18,141,"A",1935-01-18
"19","USGS","05501000",1935-01-19,123,"A",1935-01-19
"20","USGS","05501000",1935-01-20,123,"A",1935-01-20
"21","USGS","05501000",1935-01-21,110,"A",1935-01-21
"22","USGS","05501000",1935-01-22,100,"A",1935-01-22
"23","USGS","05501000",1935-01-23,90,"A",1935-01-23
"24","USGS","05501000",1935-01-24,80,"A",1935-01-24
"25","USGS","05501000",1935-01-25,51,"A",1935-01-25
"26","USGS","05501000",1935-01-26,47,"A",1935-01-26
"27","USGS","05501000",1935-01-27,42,"A",1935-01-27
"28","USGS","05501000",1935-01-28,46,"A",1935-01-28
"29","USGS","05501000",1935-01-29,44,"A",1935-01-29
"30","USGS","05501000",1935-01-30,36,"A",1935-01-30
"31","USGS","05501000",1935-01-31,33,"A",1935-01-31
"32","USGS","05501000",1935-02-01,31,"A",1935-02-01
"33","USGS","05501000",1935-02-02,30,"A",1935-02-02
"34","USGS","05501000",1935-02-03,108,"A",1935-02-03
"35","USGS","05501000",1935-02-04,83,"A",1935-02-04
"36","USGS","05501000",1935-02-05,51,"A",1935-02-05
"37","USGS","05501000",1935-02-06,33,"A",1935-02-06
"38","USGS","05501000",1935-02-07,42,"A",1935-02-07
"39","USGS","05501000",1935-02-08,141,"A",1935-02-08
"40","USGS","05501000",1935-02-09,242,"A",1935-02-09
"41","USGS","05501000",1935-02-10,183,"A",1935-02-10
"42","USGS","05501000",1935-02-11,172,"A",1935-02-11
"43","USGS","05501000",1935-02-12,164,"A",1935-02-12
"44","USGS","05501000",1935-02-13,653,"A",1935-02-13
"45","USGS","05501000",1935-02-14,1150,"A",1935-02-14
"46","USGS","05501000",1935-02-15,1000,"A",1935-02-15
"47","USGS","05501000",1935-02-16,738,"A",1935-02-16
"48","USGS","05501000",1935-02-17,506,"A",1935-02-17
"49","USGS","05501000",1935-02-18,242,"A",1935-02-18
"50","USGS","05501000",1935-02-19,156,"A",1935-02-19
"51","USGS","05501000",1935-02-20,132,"A",1935-02-20
"52","USGS","05501000",1935-02-21,108,"A",1935-02-21
"53","USGS","05501000",1935-02-22,94,"A",1935-02-22
"54","USGS","05501000",1935-02-23,85,"A",1935-02-23
"55","USGS","05501000",1935-02-24,78,"A",1935-02-24
"56","USGS","05501000",1935-02-25,3160,"A",1935-02-25
"57","USGS","05501000",1935-02-26,781,"A",1935-02-26
"58","USGS","05501000",1935-02-27,225,"A",1935-02-27
"59","USGS","05501000",1935-02-28,132,"A",1935-02-28
"60","USGS","05501000",1935-03-01,128,"A",1935-03-01
"61","USGS","05501000",1935-03-02,128,"A",1935-03-02
"62","USGS","05501000",1935-03-03,115,"A",1935-03-03
"63","USGS","05501000",1935-03-04,106,"A",1935-03-04
"64","USGS","05501000",1935-03-05,910,"A",1935-03-05
"65","USGS","05501000",1935-03-06,141,"A",1935-03-06
"66","USGS","05501000",1935-03-07,5990,"A",1935-03-07
"67","USGS","05501000",1935-03-08,486,"A",1935-03-08
"68","USGS","05501000",1935-03-09,141,"A",1935-03-09
"69","USGS","05501000",1935-03-10,2980,"A",1935-03-10
"70","USGS","05501000",1935-03-11,955,"A",1935-03-11
"71","USGS","05501000",1935-03-12,405,"A",1935-03-12
"72","USGS","05501000",1935-03-13,293,"A",1935-03-13
"73","USGS","05501000",1935-03-14,242,"A",1935-03-14
"74","USGS","05501000",1935-03-15,172,"A",1935-03-15
"75","USGS","05501000",1935-03-16,137,"A",1935-03-16
"76","USGS","05501000",1935-03-17,105,"A",1935-03-17
"77","USGS","05501000",1935-03-18,92,"A",1935-03-18
"78","USGS","05501000",1935-03-19,86,"A",1935-03-19
"79","USGS","05501000",1935-03-20,80,"A",1935-03-20
"80","USGS","05501000",1935-03-21,73,"A",1935-03-21
"81","USGS","05501000",1935-03-22,68,"A",1935-03-22
"82","USGS","05501000",1935-03-23,63,"A",1935-03-23
"83","USGS","05501000",1935-03-24,61,"A",1935-03-24
"84","USGS","05501000",1935-03-25,73,"A",1935-03-25
"85","USGS","05501000",1935-03-26,1100,"A",1935-03-26
"86","USGS","05501000",1935-03-27,141,"A",1935-03-27
"87","USGS","05501000",1935-03-28,166,"A",1935-03-28
"88","USGS","05501000",1935-03-29,130,"A",1935-03-29
"89","USGS","05501000",1935-03-30,89,"A",1935-03-30
"90","USGS","05501000",1935-03-31,86,"A",1935-03-31
"91","USGS","05501000",1935-04-01,74,"A",1935-04-01
"92","USGS","05501000",1935-04-02,68,"A",1935-04-02
"93","USGS","05501000",1935-04-03,63,"A",1935-04-03
"94","USGS","05501000",1935-04-04,56,"A",1935-04-04
"95","USGS","05501000",1935-04-05,53,"A",1935-04-05
"96","USGS","05501000",1935-04-06,49,"A",1935-04-06
"97","USGS","05501000",1935-04-07,527,"A",1935-04-07
"98","USGS","05501000",1935-04-08,1800,"A",1935-04-08
"99","USGS","05501000",1935-04-09,1100,"A",1935-04-09
"100","USGS","05501000",1935-04-10,2260,"A",1935-04-10
"101","USGS","05501000",1935-04-11,3700,"A",1935-04-11
"102","USGS","05501000",1935-04-12,1200,"A",1935-04-12
"103","USGS","05501000",1935-04-13,506,"A",1935-04-13
"104","USGS","05501000",1935-04-14,276,"A",1935-04-14
"105","USGS","05501000",1935-04-15,194,"A",1935-04-15
"106","USGS","05501000",1935-04-16,130,"A",1935-04-16
"107","USGS","05501000",1935-04-17,130,"A",1935-04-17
"108","USGS","05501000",1935-04-18,1500,"A",1935-04-18
"109","USGS","05501000",1935-04-19,781,"A",1935-04-19
"110","USGS","05501000",1935-04-20,486,"A",1935-04-20
"111","USGS","05501000",1935-04-21,194,"A",1935-04-21
"112","USGS","05501000",1935-04-22,146,"A",1935-04-22
"113","USGS","05501000",1935-04-23,108,"A",1935-04-23
"114","USGS","05501000",1935-04-24,94,"A",1935-04-24
"115","USGS","05501000",1935-04-25,89,"A",1935-04-25
"116","USGS","05501000",1935-04-26,83,"A",1935-04-26
"117","USGS","05501000",1935-04-27,80,"A",1935-04-27
"118","USGS","05501000",1935-04-28,80,"A",1935-04-28
"119","USGS","05501000",1935-04-29,83,"A",1935-04-29
"120","USGS","05501000",1935-04-30,77,"A",1935-04-30
"121","USGS","05501000",1935-05-01,154,"A",1935-05-01
"122","USGS","05501000",1935-05-02,3640,"A",1935-05-02
"123","USGS","05501000",1935-05-03,7830,"A",1935-05-03
"124","USGS","05501000",1935-05-04,1300,"A",1935-05-04
"125","USGS","05501000",1935-05-05,486,"A",1935-05-05
"126","USGS","05501000",1935-05-06,329,"A",1935-05-06
"127","USGS","05501000",1935-05-07,293,"A",1935-05-07
"128","USGS","05501000",1935-05-08,258,"A",1935-05-08
"129","USGS","05501000",1935-05-09,7340,"A",1935-05-09
"130","USGS","05501000",1935-05-10,3040,"A",1935-05-10
"131","USGS","05501000",1935-05-11,611,"A",1935-05-11
"132","USGS","05501000",1935-05-12,3220,"A",1935-05-12
"133","USGS","05501000",1935-05-13,5070,"A",1935-05-13
"134","USGS","05501000",1935-05-14,5000,"A",1935-05-14
"135","USGS","05501000",1935-05-15,2200,"A",1935-05-15
"136","USGS","05501000",1935-05-16,1800,"A",1935-05-16
"137","USGS","05501000",1935-05-17,824,"A",1935-05-17
"138","USGS","05501000",1935-05-18,425,"A",1935-05-18
"139","USGS","05501000",1935-05-19,1600,"A",1935-05-19
"140","USGS","05501000",1935-05-20,1600,"A",1935-05-20
"141","USGS","05501000",1935-05-21,1300,"A",1935-05-21
"142","USGS","05501000",1935-05-22,738,"A",1935-05-22
"143","USGS","05501000",1935-05-23,569,"A",1935-05-23
"144","USGS","05501000",1935-05-24,486,"A",1935-05-24
"145","USGS","05501000",1935-05-25,293,"A",1935-05-25
"146","USGS","05501000",1935-05-26,210,"A",1935-05-26
"147","USGS","05501000",1935-05-27,141,"A",1935-05-27
"148","USGS","05501000",1935-05-28,6550,"A",1935-05-28
"149","USGS","05501000",1935-05-29,6780,"A",1935-05-29
"150","USGS","05501000",1935-05-30,4090,"A",1935-05-30
"151","USGS","05501000",1935-05-31,1550,"A",1935-05-31
"152","USGS","05501000",1935-06-01,1050,"A",1935-06-01
"153","USGS","05501000",1935-06-02,6350,"A",1935-06-02
"154","USGS","05501000",1935-06-03,1900,"A",1935-06-03
"155","USGS","05501000",1935-06-04,1100,"A",1935-06-04
"156","USGS","05501000",1935-06-05,366,"A",1935-06-05
"157","USGS","05501000",1935-06-06,1300,"A",1935-06-06
"158","USGS","05501000",1935-06-07,1300,"A",1935-06-07
"159","USGS","05501000",1935-06-08,386,"A",1935-06-08
"160","USGS","05501000",1935-06-09,210,"A",1935-06-09
"161","USGS","05501000",1935-06-10,569,"A",1935-06-10
"162","USGS","05501000",1935-06-11,276,"A",1935-06-11
"163","USGS","05501000",1935-06-12,130,"A",1935-06-12
"164","USGS","05501000",1935-06-13,94,"A",1935-06-13
"165","USGS","05501000",1935-06-14,82,"A",1935-06-14
"166","USGS","05501000",1935-06-15,73,"A",1935-06-15
"167","USGS","05501000",1935-06-16,119,"A",1935-06-16
"168","USGS","05501000",1935-06-17,329,"A",1935-06-17
"169","USGS","05501000",1935-06-18,5670,"A",1935-06-18
"170","USGS","05501000",1935-06-19,2860,"A",1935-06-19
"171","USGS","05501000",1935-06-20,1300,"A",1935-06-20
"172","USGS","05501000",1935-06-21,569,"A",1935-06-21
"173","USGS","05501000",1935-06-22,445,"A",1935-06-22
"174","USGS","05501000",1935-06-23,242,"A",1935-06-23
"175","USGS","05501000",1935-06-24,119,"A",1935-06-24
"176","USGS","05501000",1935-06-25,94,"A",1935-06-25
"177","USGS","05501000",1935-06-26,83,"A",1935-06-26
"178","USGS","05501000",1935-06-27,73,"A",1935-06-27
"179","USGS","05501000",1935-06-28,67,"A",1935-06-28
"180","USGS","05501000",1935-06-29,61,"A",1935-06-29
"181","USGS","05501000",1935-06-30,59,"A",1935-06-30
"182","USGS","05501000",1935-07-01,56,"A",1935-07-01
"183","USGS","05501000",1935-07-02,258,"A",1935-07-02
"184","USGS","05501000",1935-07-03,117,"A",1935-07-03
"185","USGS","05501000",1935-07-04,94,"A",1935-07-04
"186","USGS","05501000",1935-07-05,77,"A",1935-07-05
"187","USGS","05501000",1935-07-06,63,"A",1935-07-06
"188","USGS","05501000",1935-07-07,55,"A",1935-07-07
"189","USGS","05501000",1935-07-08,46,"A",1935-07-08
"190","USGS","05501000",1935-07-09,40,"A",1935-07-09
"191","USGS","05501000",1935-07-10,36,"A",1935-07-10
"192","USGS","05501000",1935-07-11,33,"A",1935-07-11
"193","USGS","05501000",1935-07-12,30,"A",1935-07-12
"194","USGS","05501000",1935-07-13,24,"A",1935-07-13
"195","USGS","05501000",1935-07-14,23,"A",1935-07-14
"196","USGS","05501000",1935-07-15,22,"A",1935-07-15
"197","USGS","05501000",1935-07-16,18,"A",1935-07-16
"198","USGS","05501000",1935-07-17,18,"A",1935-07-17
"199","USGS","05501000",1935-07-18,16,"A",1935-07-18
"200","USGS","05501000",1935-07-19,15,"A",1935-07-19
"201","USGS","05501000",1935-07-20,16,"A",1935-07-20
"202","USGS","05501000",1935-07-21,19,"A",1935-07-21
"203","USGS","05501000",1935-07-22,158,"A",1935-07-22
"204","USGS","05501000",1935-07-23,112,"A",1935-07-23
"205","USGS","05501000",1935-07-24,3520,"A",1935-07-24
"206","USGS","05501000",1935-07-25,486,"A",1935-07-25
"207","USGS","05501000",1935-07-26,386,"A",1935-07-26
"208","USGS","05501000",1935-07-27,100,"A",1935-07-27
"209","USGS","05501000",1935-07-28,83,"A",1935-07-28
"210","USGS","05501000",1935-07-29,132,"A",1935-07-29
"211","USGS","05501000",1935-07-30,76,"A",1935-07-30
"212","USGS","05501000",1935-07-31,42,"A",1935-07-31
"213","USGS","05501000",1935-08-01,28,"A",1935-08-01
"214","USGS","05501000",1935-08-02,24,"A",1935-08-02
"215","USGS","05501000",1935-08-03,18,"A",1935-08-03
"216","USGS","05501000",1935-08-04,15,"A",1935-08-04
"217","USGS","05501000",1935-08-05,13,"A",1935-08-05
"218","USGS","05501000",1935-08-06,11,"A",1935-08-06
"219","USGS","05501000",1935-08-07,10,"A",1935-08-07
"220","USGS","05501000",1935-08-08,10,"A",1935-08-08
"221","USGS","05501000",1935-08-09,9,"A",1935-08-09
"222","USGS","05501000",1935-08-10,8,"A",1935-08-10
"223","USGS","05501000",1935-08-11,7,"A",1935-08-11
"224","USGS","05501000",1935-08-12,6,"A",1935-08-12
"225","USGS","05501000",1935-08-13,6,"A",1935-08-13
"226","USGS","05501000",1935-08-14,6,"A",1935-08-14
"227","USGS","05501000",1935-08-15,6,"A",1935-08-15
"228","USGS","05501000",1935-08-16,6,"A",1935-08-16
"229","USGS","05501000",1935-08-17,5,"A",1935-08-17
"230","USGS","05501000",1935-08-18,5,"A",1935-08-18
"231","USGS","05501000",1935-08-19,34,"A",1935-08-19
"232","USGS","05501000",1935-08-20,28,"A",1935-08-20
"233","USGS","05501000",1935-08-21,22,"A",1935-08-21
"234","USGS","05501000",1935-08-22,18,"A",1935-08-22
"235","USGS","05501000",1935-08-23,14,"A",1935-08-23
"236","USGS","05501000",1935-08-24,12,"A",1935-08-24
"237","USGS","05501000",1935-08-25,9,"A",1935-08-25
"238","USGS","05501000",1935-08-26,7,"A",1935-08-26
"239","USGS","05501000",1935-08-27,6,"A",1935-08-27
"240","USGS","05501000",1935-08-28,6,"A",1935-08-28
"241","USGS","05501000",1935-08-29,6,"A",1935-08-29
"242","USGS","05501000",1935-08-30,5,"A",1935-08-30
"243","USGS","05501000",1935-08-31,5,"A",1935-08-31
"244","USGS","05501000",1935-09-01,5,"A",1935-09-01
"245","USGS","05501000",1935-09-02,27,"A",1935-09-02
"246","USGS","05501000",1935-09-03,89,"A",1935-09-03
"247","USGS","05501000",1935-09-04,38,"A",1935-09-04
"248","USGS","05501000",1935-09-05,46,"A",1935-09-05
"249","USGS","05501000",1935-09-06,26,"A",1935-09-06
"250","USGS","05501000",1935-09-07,16,"A",1935-09-07
"251","USGS","05501000",1935-09-08,15,"A",1935-09-08
"252","USGS","05501000",1935-09-09,13,"A",1935-09-09
"253","USGS","05501000",1935-09-10,10,"A",1935-09-10
"254","USGS","05501000",1935-09-11,10,"A",1935-09-11
"255","USGS","05501000",1935-09-12,11,"A",1935-09-12
"256","USGS","05501000",1935-09-13,18,"A",1935-09-13
"257","USGS","05501000",1935-09-14,14,"A",1935-09-14
"258","USGS","05501000",1935-09-15,14,"A",1935-09-15
"259","USGS","05501000",1935-09-16,13,"A",1935-09-16
"260","USGS","05501000",1935-09-17,10,"A",1935-09-17
"261","USGS","05501000",1935-09-18,7,"A",1935-09-18
"262","USGS","05501000",1935-09-19,5,"A",1935-09-19
"263","USGS","05501000",1935-09-20,4,"A",1935-09-20
"264","USGS","05501000",1935-09-21,3,"A",1935-09-21
"265","USGS","05501000",1935-09-22,3,"A",1935-09-22
"266","USGS","05501000",1935-09-23,3,"A",1935-09-23
"267","USGS","05501000",1935-09-24,3,"A",1935-09-24
"268","USGS","05501000",1935-09-25,2,"A",1935-09-25
"269","USGS","05501000",1935-09-26,6,"A",1935-09-26
"270","USGS","05501000",1935-09-27,4,"A",1935-09-27
"271","USGS","05501000",1935-09-28,3,"A",1935-09-28
"272","USGS","05501000",1935-09-29,3,"A",1935-09-29
"273","USGS","05501000",1935-09-30,2,"A",1935-09-30
"274","USGS","05501000",1935-10-01,2,"A",1935-10-01
"275","USGS","05501000",1935-10-02,2,"A",1935-10-02
"276","USGS","05501000",1935-10-03,2,"A",1935-10-03
"277","USGS","05501000",1935-10-04,2,"A",1935-10-04
"278","USGS","05501000",1935-10-05,2,"A",1935-10-05
"279","USGS","05501000",1935-10-06,2,"A",1935-10-06
"280","USGS","05501000",1935-10-07,2,"A",1935-10-07
"281","USGS","05501000",1935-10-08,2,"A",1935-10-08
"282","USGS","05501000",1935-10-09,2,"A",1935-10-09
"283","USGS","05501000",1935-10-10,2,"A",1935-10-10
"284","USGS","05501000",1935-10-11,2,"A",1935-10-11
"285","USGS","05501000",1935-10-12,2,"A",1935-10-12
"286","USGS","05501000",1935-10-13,2,"A",1935-10-13
"287","USGS","05501000",1935-10-14,2,"A",1935-10-14
"288","USGS","05501000",1935-10-15,2,"A",1935-10-15
"289","USGS","05501000",1935-10-16,1.5,"A",1935-10-16
"290","USGS","05501000",1935-10-17,1.5,"A",1935-10-17
"291","USGS","05501000",1935-10-18,1.5,"A",1935-10-18
"292","USGS","05501000",1935-10-19,1.5,"A",1935-10-19
"293","USGS","05501000",1935-10-20,1.5,"A",1935-10-20
"294","USGS","05501000",1935-10-21,2,"A",1935-10-21
"295","USGS","05501000",1935-10-22,2,"A",1935-10-22
"296","USGS","05501000",1935-10-23,2,"A",1935-10-23
"297","USGS","05501000",1935-10-24,1.5,"A",1935-10-24
"298","USGS","05501000",1935-10-25,1.5,"A",1935-10-25
"299","USGS","05501000",1935-10-26,2,"A",1935-10-26
"300","USGS","05501000",1935-10-27,2,"A",1935-10-27
"301","USGS","05501000",1935-10-28,2,"A",1935-10-28
"302","USGS","05501000",1935-10-29,2,"A",1935-10-29
"303","USGS","05501000",1935-10-30,2,"A",1935-10-30
"304","USGS","05501000",1935-10-31,2,"A",1935-10-31
